number_1,number_2,full_cond,accuracy,ablated_unit,diff_from_full
plural,singular,plural_singular,0.91,744.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,744.0,0.0
singular,singular,singular_singular,1.0,65.0,0.0
singular,plural,singular_plural,0.9566666666666668,65.0,0.0
plural,singular,plural_singular,0.91,65.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,65.0,0.0
singular,singular,singular_singular,1.0,794.0,0.0
singular,plural,singular_plural,0.9566666666666668,794.0,0.0
plural,singular,plural_singular,0.9133333333333332,794.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,794.0,0.0
singular,singular,singular_singular,1.0,1170.0,0.0
singular,plural,singular_plural,0.9583333333333334,1170.0,0.0016666666666665941
plural,singular,plural_singular,0.915,1170.0,0.0033333333333334103
plural,plural,plural_plural,0.9983333333333332,1170.0,0.0
singular,singular,singular_singular,1.0,139.0,0.0
singular,plural,singular_plural,0.9566666666666668,139.0,0.0
plural,singular,plural_singular,0.9116666666666666,139.0,0.0
plural,plural,plural_plural,0.9983333333333332,139.0,0.0
singular,singular,singular_singular,1.0,1162.0,0.0
singular,plural,singular_plural,0.9566666666666668,1162.0,0.0
plural,singular,plural_singular,0.9133333333333332,1162.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,1162.0,0.0
singular,singular,singular_singular,1.0,340.0,0.0
singular,plural,singular_plural,0.9566666666666668,340.0,0.0
plural,singular,plural_singular,0.9133333333333332,340.0,0.0016666666666665941
plural,plural,plural_plural,0.9966666666666668,340.0,-0.001666666666666372
singular,singular,singular_singular,1.0,530.0,0.0
singular,plural,singular_plural,0.9533333333333334,530.0,-0.0033333333333334103
plural,singular,plural_singular,0.915,530.0,0.0033333333333334103
plural,plural,plural_plural,0.9966666666666668,530.0,-0.001666666666666372
singular,singular,singular_singular,1.0,296.0,0.0
singular,plural,singular_plural,0.96,296.0,0.0033333333333331883
plural,singular,plural_singular,0.905,296.0,-0.006666666666666599
plural,plural,plural_plural,0.9983333333333332,296.0,0.0
singular,singular,singular_singular,1.0,81.0,0.0
singular,plural,singular_plural,0.9516666666666668,81.0,-0.0050000000000000044
plural,singular,plural_singular,0.91,81.0,-0.0016666666666665941
plural,plural,plural_plural,0.9966666666666668,81.0,-0.001666666666666372
singular,singular,singular_singular,1.0,548.0,0.0
singular,plural,singular_plural,0.9566666666666668,548.0,0.0
plural,singular,plural_singular,0.9083333333333332,548.0,-0.0033333333333334103
plural,plural,plural_plural,0.9983333333333332,548.0,0.0
singular,singular,singular_singular,1.0,454.0,0.0
singular,plural,singular_plural,0.9566666666666668,454.0,0.0
plural,singular,plural_singular,0.9116666666666666,454.0,0.0
plural,plural,plural_plural,0.9983333333333332,454.0,0.0
singular,singular,singular_singular,1.0,699.0,0.0
singular,plural,singular_plural,0.9583333333333334,699.0,0.0016666666666665941
plural,singular,plural_singular,0.9,699.0,-0.011666666666666603
plural,plural,plural_plural,0.9966666666666668,699.0,-0.001666666666666372
singular,singular,singular_singular,1.0,702.0,0.0
singular,plural,singular_plural,0.9566666666666668,702.0,0.0
plural,singular,plural_singular,0.9116666666666666,702.0,0.0
plural,plural,plural_plural,0.9983333333333332,702.0,0.0
singular,singular,singular_singular,1.0,463.0,0.0
singular,plural,singular_plural,0.9566666666666668,463.0,0.0
plural,singular,plural_singular,0.9116666666666666,463.0,0.0
plural,plural,plural_plural,0.9983333333333332,463.0,0.0
singular,singular,singular_singular,1.0,363.0,0.0
singular,plural,singular_plural,0.9566666666666668,363.0,0.0
plural,singular,plural_singular,0.9116666666666666,363.0,0.0
plural,plural,plural_plural,0.9983333333333332,363.0,0.0
singular,singular,singular_singular,1.0,358.0,0.0
singular,plural,singular_plural,0.9566666666666668,358.0,0.0
plural,singular,plural_singular,0.9116666666666666,358.0,0.0
plural,plural,plural_plural,0.9983333333333332,358.0,0.0
singular,singular,singular_singular,1.0,142.0,0.0
singular,plural,singular_plural,0.9566666666666668,142.0,0.0
plural,singular,plural_singular,0.9133333333333332,142.0,0.0016666666666665941
plural,plural,plural_plural,0.9966666666666668,142.0,-0.001666666666666372
singular,singular,singular_singular,1.0,587.0,0.0
singular,plural,singular_plural,0.9566666666666668,587.0,0.0
plural,singular,plural_singular,0.9066666666666666,587.0,-0.0050000000000000044
plural,plural,plural_plural,0.9966666666666668,587.0,-0.001666666666666372
singular,singular,singular_singular,1.0,175.0,0.0
singular,plural,singular_plural,0.9566666666666668,175.0,0.0
plural,singular,plural_singular,0.9083333333333332,175.0,-0.0033333333333334103
plural,plural,plural_plural,0.9983333333333332,175.0,0.0
singular,singular,singular_singular,1.0,586.0,0.0
singular,plural,singular_plural,0.955,586.0,-0.0016666666666668162
plural,singular,plural_singular,0.9116666666666666,586.0,0.0
plural,plural,plural_plural,0.9983333333333332,586.0,0.0
singular,singular,singular_singular,1.0,539.0,0.0
singular,plural,singular_plural,0.9566666666666668,539.0,0.0
plural,singular,plural_singular,0.9133333333333332,539.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,539.0,0.0
singular,singular,singular_singular,1.0,1151.0,0.0
singular,plural,singular_plural,0.9533333333333334,1151.0,-0.0033333333333334103
plural,singular,plural_singular,0.8966666666666666,1151.0,-0.015000000000000013
plural,plural,plural_plural,0.9966666666666668,1151.0,-0.001666666666666372
singular,singular,singular_singular,1.0,117.0,0.0
singular,plural,singular_plural,0.9516666666666668,117.0,-0.0050000000000000044
plural,singular,plural_singular,0.9066666666666666,117.0,-0.0050000000000000044
plural,plural,plural_plural,0.995,117.0,-0.0033333333333331883
singular,singular,singular_singular,1.0,123.0,0.0
singular,plural,singular_plural,0.9533333333333334,123.0,-0.0033333333333334103
plural,singular,plural_singular,0.9133333333333332,123.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,123.0,0.0
singular,singular,singular_singular,1.0,912.0,0.0
singular,plural,singular_plural,0.9566666666666668,912.0,0.0
plural,singular,plural_singular,0.91,912.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,912.0,0.0
singular,singular,singular_singular,1.0,1264.0,0.0
singular,plural,singular_plural,0.955,1264.0,-0.0016666666666668162
plural,singular,plural_singular,0.91,1264.0,-0.0016666666666665941
plural,plural,plural_plural,0.9966666666666668,1264.0,-0.001666666666666372
singular,singular,singular_singular,1.0,171.0,0.0
singular,plural,singular_plural,0.9583333333333334,171.0,0.0016666666666665941
plural,singular,plural_singular,0.9083333333333332,171.0,-0.0033333333333334103
plural,plural,plural_plural,0.9983333333333332,171.0,0.0
singular,singular,singular_singular,1.0,1073.0,0.0
singular,plural,singular_plural,0.9566666666666668,1073.0,0.0
plural,singular,plural_singular,0.9133333333333332,1073.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,1073.0,0.0
singular,singular,singular_singular,1.0,796.0,0.0
singular,plural,singular_plural,0.9516666666666668,796.0,-0.0050000000000000044
plural,singular,plural_singular,0.9133333333333332,796.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,796.0,0.0
singular,singular,singular_singular,1.0,892.0,0.0
singular,plural,singular_plural,0.96,892.0,0.0033333333333331883
plural,singular,plural_singular,0.885,892.0,-0.026666666666666616
plural,plural,plural_plural,0.9933333333333332,892.0,-0.0050000000000000044
singular,singular,singular_singular,1.0,343.0,0.0
singular,plural,singular_plural,0.9566666666666668,343.0,0.0
plural,singular,plural_singular,0.91,343.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,343.0,0.0
singular,singular,singular_singular,1.0,318.0,0.0
singular,plural,singular_plural,0.9583333333333334,318.0,0.0016666666666665941
plural,singular,plural_singular,0.91,318.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,318.0,0.0
singular,singular,singular_singular,1.0,1139.0,0.0
singular,plural,singular_plural,0.94,1139.0,-0.01666666666666683
plural,singular,plural_singular,0.9166666666666666,1139.0,0.0050000000000000044
plural,plural,plural_plural,0.9983333333333332,1139.0,0.0
singular,singular,singular_singular,1.0,331.0,0.0
singular,plural,singular_plural,0.9583333333333334,331.0,0.0016666666666665941
plural,singular,plural_singular,0.9116666666666666,331.0,0.0
plural,plural,plural_plural,0.9966666666666668,331.0,-0.001666666666666372
singular,singular,singular_singular,1.0,617.0,0.0
singular,plural,singular_plural,0.9566666666666668,617.0,0.0
plural,singular,plural_singular,0.9116666666666666,617.0,0.0
plural,plural,plural_plural,0.9983333333333332,617.0,0.0
singular,singular,singular_singular,1.0,447.0,0.0
singular,plural,singular_plural,0.9583333333333334,447.0,0.0016666666666665941
plural,singular,plural_singular,0.9116666666666666,447.0,0.0
plural,plural,plural_plural,0.9983333333333332,447.0,0.0
singular,singular,singular_singular,1.0,85.0,0.0
singular,plural,singular_plural,0.9566666666666668,85.0,0.0
plural,singular,plural_singular,0.9133333333333332,85.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,85.0,0.0
singular,singular,singular_singular,1.0,1081.0,0.0
singular,plural,singular_plural,0.9583333333333334,1081.0,0.0016666666666665941
plural,singular,plural_singular,0.91,1081.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,1081.0,0.0
singular,singular,singular_singular,1.0,543.0,0.0
singular,plural,singular_plural,0.955,543.0,-0.0016666666666668162
plural,singular,plural_singular,0.9116666666666666,543.0,0.0
plural,plural,plural_plural,0.9983333333333332,543.0,0.0
singular,singular,singular_singular,1.0,91.0,0.0
singular,plural,singular_plural,0.9533333333333334,91.0,-0.0033333333333334103
plural,singular,plural_singular,0.9133333333333332,91.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,91.0,0.0
singular,singular,singular_singular,1.0,473.0,0.0
singular,plural,singular_plural,0.9566666666666668,473.0,0.0
plural,singular,plural_singular,0.9133333333333332,473.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,473.0,0.0
singular,singular,singular_singular,1.0,392.0,0.0
singular,plural,singular_plural,0.9583333333333334,392.0,0.0016666666666665941
plural,singular,plural_singular,0.91,392.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,392.0,0.0
singular,singular,singular_singular,1.0,858.0,0.0
singular,plural,singular_plural,0.9583333333333334,858.0,0.0016666666666665941
plural,singular,plural_singular,0.9116666666666666,858.0,0.0
plural,plural,plural_plural,0.9983333333333332,858.0,0.0
singular,singular,singular_singular,1.0,201.0,0.0
singular,plural,singular_plural,0.9566666666666668,201.0,0.0
plural,singular,plural_singular,0.9133333333333332,201.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,201.0,0.0
singular,singular,singular_singular,1.0,1227.0,0.0
singular,plural,singular_plural,0.9466666666666668,1227.0,-0.010000000000000009
plural,singular,plural_singular,0.9133333333333332,1227.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,1227.0,0.0
singular,singular,singular_singular,1.0,27.0,0.0
singular,plural,singular_plural,0.9566666666666668,27.0,0.0
plural,singular,plural_singular,0.9083333333333332,27.0,-0.0033333333333334103
plural,plural,plural_plural,0.9966666666666668,27.0,-0.001666666666666372
singular,singular,singular_singular,1.0,536.0,0.0
singular,plural,singular_plural,0.9566666666666668,536.0,0.0
plural,singular,plural_singular,0.9133333333333332,536.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,536.0,0.0
singular,singular,singular_singular,1.0,1015.0,0.0
singular,plural,singular_plural,0.9583333333333334,1015.0,0.0016666666666665941
plural,singular,plural_singular,0.9116666666666666,1015.0,0.0
plural,plural,plural_plural,0.9983333333333332,1015.0,0.0
singular,singular,singular_singular,1.0,1064.0,0.0
singular,plural,singular_plural,0.95,1064.0,-0.006666666666666821
plural,singular,plural_singular,0.915,1064.0,0.0033333333333334103
plural,plural,plural_plural,0.9983333333333332,1064.0,0.0
singular,singular,singular_singular,1.0,212.0,0.0
singular,plural,singular_plural,0.9566666666666668,212.0,0.0
plural,singular,plural_singular,0.9116666666666666,212.0,0.0
plural,plural,plural_plural,0.9983333333333332,212.0,0.0
singular,singular,singular_singular,1.0,6.0,0.0
singular,plural,singular_plural,0.9566666666666668,6.0,0.0
plural,singular,plural_singular,0.9116666666666666,6.0,0.0
plural,plural,plural_plural,0.9983333333333332,6.0,0.0
singular,singular,singular_singular,1.0,1065.0,0.0
singular,plural,singular_plural,0.9583333333333334,1065.0,0.0016666666666665941
plural,singular,plural_singular,0.9116666666666666,1065.0,0.0
plural,plural,plural_plural,0.9983333333333332,1065.0,0.0
singular,singular,singular_singular,1.0,158.0,0.0
singular,plural,singular_plural,0.9566666666666668,158.0,0.0
plural,singular,plural_singular,0.9083333333333332,158.0,-0.0033333333333334103
plural,plural,plural_plural,0.9983333333333332,158.0,0.0
singular,singular,singular_singular,1.0,1112.0,0.0
singular,plural,singular_plural,0.9533333333333334,1112.0,-0.0033333333333334103
plural,singular,plural_singular,0.91,1112.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,1112.0,0.0
singular,singular,singular_singular,1.0,367.0,0.0
singular,plural,singular_plural,0.95,367.0,-0.006666666666666821
plural,singular,plural_singular,0.91,367.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,367.0,0.0
singular,singular,singular_singular,1.0,67.0,0.0
singular,plural,singular_plural,0.9516666666666668,67.0,-0.0050000000000000044
plural,singular,plural_singular,0.9116666666666666,67.0,0.0
plural,plural,plural_plural,0.9983333333333332,67.0,0.0
singular,singular,singular_singular,1.0,271.0,0.0
singular,plural,singular_plural,0.9566666666666668,271.0,0.0
plural,singular,plural_singular,0.905,271.0,-0.006666666666666599
plural,plural,plural_plural,0.995,271.0,-0.0033333333333331883
singular,singular,singular_singular,1.0,327.0,0.0
singular,plural,singular_plural,0.955,327.0,-0.0016666666666668162
plural,singular,plural_singular,0.91,327.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,327.0,0.0
singular,singular,singular_singular,1.0,406.0,0.0
singular,plural,singular_plural,0.9566666666666668,406.0,0.0
plural,singular,plural_singular,0.9116666666666666,406.0,0.0
plural,plural,plural_plural,0.9983333333333332,406.0,0.0
singular,singular,singular_singular,1.0,726.0,0.0
singular,plural,singular_plural,0.9566666666666668,726.0,0.0
plural,singular,plural_singular,0.9116666666666666,726.0,0.0
plural,plural,plural_plural,0.9983333333333332,726.0,0.0
singular,singular,singular_singular,1.0,938.0,0.0
singular,plural,singular_plural,0.9533333333333334,938.0,-0.0033333333333334103
plural,singular,plural_singular,0.91,938.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,938.0,0.0
singular,singular,singular_singular,1.0,816.0,0.0
singular,plural,singular_plural,0.86,816.0,-0.09666666666666679
plural,singular,plural_singular,0.7483333333333333,816.0,-0.16333333333333333
plural,plural,plural_plural,0.9883333333333332,816.0,-0.010000000000000009
singular,singular,singular_singular,1.0,1037.0,0.0
singular,plural,singular_plural,0.955,1037.0,-0.0016666666666668162
plural,singular,plural_singular,0.9116666666666666,1037.0,0.0
plural,plural,plural_plural,0.9983333333333332,1037.0,0.0
singular,singular,singular_singular,1.0,1152.0,0.0
singular,plural,singular_plural,0.9516666666666668,1152.0,-0.0050000000000000044
plural,singular,plural_singular,0.9016666666666666,1152.0,-0.010000000000000009
plural,plural,plural_plural,0.9966666666666668,1152.0,-0.001666666666666372
singular,singular,singular_singular,1.0,459.0,0.0
singular,plural,singular_plural,0.9566666666666668,459.0,0.0
plural,singular,plural_singular,0.91,459.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,459.0,0.0
singular,singular,singular_singular,1.0,727.0,0.0
singular,plural,singular_plural,0.9616666666666668,727.0,0.0050000000000000044
plural,singular,plural_singular,0.9016666666666666,727.0,-0.010000000000000009
plural,plural,plural_plural,0.9966666666666668,727.0,-0.001666666666666372
singular,singular,singular_singular,1.0,828.0,0.0
singular,plural,singular_plural,0.9583333333333334,828.0,0.0016666666666665941
plural,singular,plural_singular,0.91,828.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,828.0,0.0
singular,singular,singular_singular,1.0,1255.0,0.0
singular,plural,singular_plural,0.9566666666666668,1255.0,0.0
plural,singular,plural_singular,0.91,1255.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,1255.0,0.0
singular,singular,singular_singular,1.0,736.0,0.0
singular,plural,singular_plural,0.9583333333333334,736.0,0.0016666666666665941
plural,singular,plural_singular,0.9083333333333332,736.0,-0.0033333333333334103
plural,plural,plural_plural,0.9983333333333332,736.0,0.0
singular,singular,singular_singular,1.0,690.0,0.0
singular,plural,singular_plural,0.955,690.0,-0.0016666666666668162
plural,singular,plural_singular,0.92,690.0,0.008333333333333415
plural,plural,plural_plural,0.9983333333333332,690.0,0.0
singular,singular,singular_singular,1.0,1283.0,0.0
singular,plural,singular_plural,0.955,1283.0,-0.0016666666666668162
plural,singular,plural_singular,0.915,1283.0,0.0033333333333334103
plural,plural,plural_plural,0.9983333333333332,1283.0,0.0
singular,singular,singular_singular,1.0,762.0,0.0
singular,plural,singular_plural,0.9566666666666668,762.0,0.0
plural,singular,plural_singular,0.91,762.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,762.0,0.0
singular,singular,singular_singular,1.0,164.0,0.0
singular,plural,singular_plural,0.9566666666666668,164.0,0.0
plural,singular,plural_singular,0.9083333333333332,164.0,-0.0033333333333334103
plural,plural,plural_plural,0.9983333333333332,164.0,0.0
singular,singular,singular_singular,1.0,216.0,0.0
singular,plural,singular_plural,0.9566666666666668,216.0,0.0
plural,singular,plural_singular,0.9116666666666666,216.0,0.0
plural,plural,plural_plural,0.9983333333333332,216.0,0.0
singular,singular,singular_singular,1.0,384.0,0.0
singular,plural,singular_plural,0.9566666666666668,384.0,0.0
plural,singular,plural_singular,0.91,384.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,384.0,0.0
singular,singular,singular_singular,1.0,882.0,0.0
singular,plural,singular_plural,0.955,882.0,-0.0016666666666668162
plural,singular,plural_singular,0.9083333333333332,882.0,-0.0033333333333334103
plural,plural,plural_plural,0.9983333333333332,882.0,0.0
singular,singular,singular_singular,1.0,329.0,0.0
singular,plural,singular_plural,0.9566666666666668,329.0,0.0
plural,singular,plural_singular,0.9116666666666666,329.0,0.0
plural,plural,plural_plural,0.9983333333333332,329.0,0.0
singular,singular,singular_singular,1.0,866.0,0.0
singular,plural,singular_plural,0.955,866.0,-0.0016666666666668162
plural,singular,plural_singular,0.9033333333333332,866.0,-0.008333333333333415
plural,plural,plural_plural,0.9983333333333332,866.0,0.0
singular,singular,singular_singular,1.0,742.0,0.0
singular,plural,singular_plural,0.9566666666666668,742.0,0.0
plural,singular,plural_singular,0.9116666666666666,742.0,0.0
plural,plural,plural_plural,0.9966666666666668,742.0,-0.001666666666666372
singular,singular,singular_singular,1.0,1223.0,0.0
singular,plural,singular_plural,0.9566666666666668,1223.0,0.0
plural,singular,plural_singular,0.9116666666666666,1223.0,0.0
plural,plural,plural_plural,0.9983333333333332,1223.0,0.0
singular,singular,singular_singular,1.0,469.0,0.0
singular,plural,singular_plural,0.9566666666666668,469.0,0.0
plural,singular,plural_singular,0.9116666666666666,469.0,0.0
plural,plural,plural_plural,0.9983333333333332,469.0,0.0
singular,singular,singular_singular,1.0,630.0,0.0
singular,plural,singular_plural,0.9516666666666668,630.0,-0.0050000000000000044
plural,singular,plural_singular,0.91,630.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,630.0,0.0
singular,singular,singular_singular,1.0,1051.0,0.0
singular,plural,singular_plural,0.9683333333333334,1051.0,0.011666666666666603
plural,singular,plural_singular,0.8933333333333333,1051.0,-0.018333333333333313
plural,plural,plural_plural,0.995,1051.0,-0.0033333333333331883
singular,singular,singular_singular,1.0,461.0,0.0
singular,plural,singular_plural,0.9566666666666668,461.0,0.0
plural,singular,plural_singular,0.91,461.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,461.0,0.0
singular,singular,singular_singular,1.0,1122.0,0.0
singular,plural,singular_plural,0.96,1122.0,0.0033333333333331883
plural,singular,plural_singular,0.91,1122.0,-0.0016666666666665941
plural,plural,plural_plural,0.9966666666666668,1122.0,-0.001666666666666372
singular,singular,singular_singular,1.0,285.0,0.0
singular,plural,singular_plural,0.9566666666666668,285.0,0.0
plural,singular,plural_singular,0.9083333333333332,285.0,-0.0033333333333334103
plural,plural,plural_plural,0.9983333333333332,285.0,0.0
singular,singular,singular_singular,1.0,730.0,0.0
singular,plural,singular_plural,0.9583333333333334,730.0,0.0016666666666665941
plural,singular,plural_singular,0.9033333333333332,730.0,-0.008333333333333415
plural,plural,plural_plural,0.9966666666666668,730.0,-0.001666666666666372
singular,singular,singular_singular,1.0,370.0,0.0
singular,plural,singular_plural,0.9566666666666668,370.0,0.0
plural,singular,plural_singular,0.91,370.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,370.0,0.0
singular,singular,singular_singular,1.0,824.0,0.0
singular,plural,singular_plural,0.9566666666666668,824.0,0.0
plural,singular,plural_singular,0.9083333333333332,824.0,-0.0033333333333334103
plural,plural,plural_plural,0.9983333333333332,824.0,0.0
singular,singular,singular_singular,1.0,60.0,0.0
singular,plural,singular_plural,0.955,60.0,-0.0016666666666668162
plural,singular,plural_singular,0.9133333333333332,60.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,60.0,0.0
singular,singular,singular_singular,1.0,26.0,0.0
singular,plural,singular_plural,0.9566666666666668,26.0,0.0
plural,singular,plural_singular,0.91,26.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,26.0,0.0
singular,singular,singular_singular,1.0,161.0,0.0
singular,plural,singular_plural,0.955,161.0,-0.0016666666666668162
plural,singular,plural_singular,0.91,161.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,161.0,0.0
singular,singular,singular_singular,1.0,334.0,0.0
singular,plural,singular_plural,0.9566666666666668,334.0,0.0
plural,singular,plural_singular,0.9116666666666666,334.0,0.0
plural,plural,plural_plural,0.9983333333333332,334.0,0.0
singular,singular,singular_singular,1.0,1102.0,0.0
singular,plural,singular_plural,0.9933333333333332,1102.0,0.0366666666666664
plural,singular,plural_singular,0.905,1102.0,-0.006666666666666599
plural,plural,plural_plural,0.9883333333333332,1102.0,-0.010000000000000009
singular,singular,singular_singular,1.0,230.0,0.0
singular,plural,singular_plural,0.9566666666666668,230.0,0.0
plural,singular,plural_singular,0.9133333333333332,230.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,230.0,0.0
singular,singular,singular_singular,1.0,561.0,0.0
singular,plural,singular_plural,0.9566666666666668,561.0,0.0
plural,singular,plural_singular,0.91,561.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,561.0,0.0
singular,singular,singular_singular,1.0,967.0,0.0
singular,plural,singular_plural,0.955,967.0,-0.0016666666666668162
plural,singular,plural_singular,0.9116666666666666,967.0,0.0
plural,plural,plural_plural,0.9983333333333332,967.0,0.0
singular,singular,singular_singular,1.0,1171.0,0.0
singular,plural,singular_plural,0.935,1171.0,-0.021666666666666723
plural,singular,plural_singular,0.8933333333333333,1171.0,-0.018333333333333313
plural,plural,plural_plural,0.9933333333333332,1171.0,-0.0050000000000000044
singular,singular,singular_singular,1.0,1123.0,0.0
singular,plural,singular_plural,0.955,1123.0,-0.0016666666666668162
plural,singular,plural_singular,0.9116666666666666,1123.0,0.0
plural,plural,plural_plural,0.9983333333333332,1123.0,0.0
singular,singular,singular_singular,1.0,1124.0,0.0
singular,plural,singular_plural,0.9566666666666668,1124.0,0.0
plural,singular,plural_singular,0.91,1124.0,-0.0016666666666665941
plural,plural,plural_plural,0.9966666666666668,1124.0,-0.001666666666666372
singular,singular,singular_singular,1.0,598.0,0.0
singular,plural,singular_plural,0.955,598.0,-0.0016666666666668162
plural,singular,plural_singular,0.9116666666666666,598.0,0.0
plural,plural,plural_plural,0.9983333333333332,598.0,0.0
singular,singular,singular_singular,1.0,338.0,0.0
singular,plural,singular_plural,0.9466666666666668,338.0,-0.010000000000000009
plural,singular,plural_singular,0.91,338.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,338.0,0.0
singular,singular,singular_singular,1.0,423.0,0.0
singular,plural,singular_plural,0.9533333333333334,423.0,-0.0033333333333334103
plural,singular,plural_singular,0.91,423.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,423.0,0.0
singular,singular,singular_singular,1.0,220.0,0.0
singular,plural,singular_plural,0.9533333333333334,220.0,-0.0033333333333334103
plural,singular,plural_singular,0.9116666666666666,220.0,0.0
plural,plural,plural_plural,0.9983333333333332,220.0,0.0
singular,singular,singular_singular,1.0,283.0,0.0
singular,plural,singular_plural,0.9583333333333334,283.0,0.0016666666666665941
plural,singular,plural_singular,0.9133333333333332,283.0,0.0016666666666665941
plural,plural,plural_plural,0.9966666666666668,283.0,-0.001666666666666372
singular,singular,singular_singular,1.0,695.0,0.0
singular,plural,singular_plural,0.9516666666666668,695.0,-0.0050000000000000044
plural,singular,plural_singular,0.9116666666666666,695.0,0.0
plural,plural,plural_plural,0.9983333333333332,695.0,0.0
singular,singular,singular_singular,1.0,609.0,0.0
singular,plural,singular_plural,0.9566666666666668,609.0,0.0
plural,singular,plural_singular,0.91,609.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,609.0,0.0
singular,singular,singular_singular,1.0,1287.0,0.0
singular,plural,singular_plural,0.9566666666666668,1287.0,0.0
plural,singular,plural_singular,0.9133333333333332,1287.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,1287.0,0.0
singular,singular,singular_singular,1.0,50.0,0.0
singular,plural,singular_plural,0.9433333333333334,50.0,-0.01333333333333342
plural,singular,plural_singular,0.9133333333333332,50.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,50.0,0.0
singular,singular,singular_singular,1.0,968.0,0.0
singular,plural,singular_plural,0.9566666666666668,968.0,0.0
plural,singular,plural_singular,0.9133333333333332,968.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,968.0,0.0
singular,singular,singular_singular,1.0,134.0,0.0
singular,plural,singular_plural,0.9583333333333334,134.0,0.0016666666666665941
plural,singular,plural_singular,0.9133333333333332,134.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,134.0,0.0
singular,singular,singular_singular,1.0,754.0,0.0
singular,plural,singular_plural,0.9583333333333334,754.0,0.0016666666666665941
plural,singular,plural_singular,0.9083333333333332,754.0,-0.0033333333333334103
plural,plural,plural_plural,0.9966666666666668,754.0,-0.001666666666666372
singular,singular,singular_singular,1.0,486.0,0.0
singular,plural,singular_plural,0.9566666666666668,486.0,0.0
plural,singular,plural_singular,0.91,486.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,486.0,0.0
singular,singular,singular_singular,1.0,404.0,0.0
singular,plural,singular_plural,0.955,404.0,-0.0016666666666668162
plural,singular,plural_singular,0.9116666666666666,404.0,0.0
plural,plural,plural_plural,0.9983333333333332,404.0,0.0
singular,singular,singular_singular,1.0,1219.0,0.0
singular,plural,singular_plural,0.9483333333333334,1219.0,-0.008333333333333415
plural,singular,plural_singular,0.9033333333333332,1219.0,-0.008333333333333415
plural,plural,plural_plural,0.9983333333333332,1219.0,0.0
singular,singular,singular_singular,1.0,556.0,0.0
singular,plural,singular_plural,0.9566666666666668,556.0,0.0
plural,singular,plural_singular,0.9133333333333332,556.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,556.0,0.0
singular,singular,singular_singular,1.0,725.0,0.0
singular,plural,singular_plural,0.9566666666666668,725.0,0.0
plural,singular,plural_singular,0.9166666666666666,725.0,0.0050000000000000044
plural,plural,plural_plural,0.9983333333333332,725.0,0.0
singular,singular,singular_singular,1.0,375.0,0.0
